CD_CVM;DENOM_CIA;CNPJ_CIA;SETOR_ATIV;Numero_Acoes;Ticker;Tipo_Acao;Ano;Versao;Ativo Total;Ativo Circulante;Passivo Total;Passivo Circulante;Empréstimos e Financiamentos - Circulante;Passivo Não Circulante;Empréstimos e Financiamentos - Não Circulante;Patrimônio Líquido Consolidado;Receita de Venda de Bens e/ou Serviços;Custo dos Bens e/ou Serviços Vendidos;Resultado Bruto;Resultado Antes do Resultado Financeiro e dos Tributos;Resultado Financeiro;Receitas Financeiras;Despesas Financeiras;Resultado Antes dos Tributos sobre o Lucro;Lucro/Prejuízo Consolidado do Período;Caixa Líquido Atividades Operacionais;Pagamento de Dividendos;Pagamento de Dividendos à Controladora;Pagamento de Dividendos a Acionistas Não Controladores;Pagamento de Juros sobre Capital Próprio
21636;RENOVA ENERGIA S.A.;08.534.605/0001-74;Energia Elétrica;20652485; RNEW11;Outras;2024;DFP;3076138;138882;3076138;437914;7220;1705204;901872;933020;227838;-54385;173453;26853;200306;3339;-152875;-149536;50770;3740;0;;;
21881;FLEURY S.A.;60.840.055/0001-31;Serviços Médicos;545015471;FLRY3;Ordinárias;2023;DFP;7791770;2391404;7791770;1234135;227600;3856550;3142265;2701085;4463040;-3252930;1210110;-475139;734971;113461;-443039;-329578;405393;987133;-320207;;;
21881;FLEURY S.A.;60.840.055/0001-31;Serviços Médicos;545015471;FLRY3;Ordinárias;2024;DFP;11579968;2803557;11579968;1686617;338989;4782281;3660887;5111070;6470850;-4730916;1739934;-823999;915935;220310;-604917;-384607;531328;1439304;-695299;;;
22012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;27.093.558/0001-15;Serviços Transporte e Logística;226675661;MILS3;Ordinárias;2023;DFP;2588440;1182023;2588440;416929;37262;932134;864737;1239377;1092097;-397019;695078;-372845;322233;66503;-78404;-11901;310332;144849;-42389;;;
22012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;27.093.558/0001-15;Serviços Transporte e Logística;226675661;MILS3;Ordinárias;2024;DFP;2740405;1015304;2740405;387208;67080;891577;816133;1461620;1377756;-489929;887827;-418604;469223;100520;-177687;-77167;392056;-124402;0;;;
22012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;27.093.558/0001-15;Serviços Transporte e Logística;226675661;MILS3;Ordinárias;2023;DFP;2588440;1182023;2588440;416929;37262;932134;864737;1239377;1092097;-397019;695078;-372845;322233;66503;-78404;-11901;310332;144849;-42389;;;
22012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;27.093.558/0001-15;Serviços Transporte e Logística;226675661;MILS3;Ordinárias;2024;DFP;2740405;1015304;2740405;387208;67080;891577;816133;1461620;1377756;-489929;887827;-418604;469223;100520;-177687;-77167;392056;-124402;0;;;
22020;JSL S.A.;52.548.435/0001-79;Serviços Transporte e Logística;284431414;JSLG3;Ordinárias;2023;DFP;8242132;2406151;8242132;1758397;329396;5071122;4356721;1412613;6022405;-4981357;1041048;-272223;768825;88371;-690799;-602428;166397;711052;-99872;;;
22020;JSL S.A.;52.548.435/0001-79;Serviços Transporte e Logística;284431414;JSLG3;Ordinárias;2024;DFP;11888867;3978862;11888867;2367201;322264;7858223;6330585;1663443;7574644;-6182602;1392042;-110638;1281404;95453;-999107;-903654;377750;-1214518;-134775;;;
22020;JSL S.A.;52.548.435/0001-79;Serviços Transporte e Logística;284431414;JSLG3;Ordinárias;2023;DFP;8242132;2406151;8242132;1758397;329396;5071122;4356721;1412613;6022405;-4981357;1041048;-272223;768825;88371;-690799;-602428;166397;711052;-99872;;;
22020;JSL S.A.;52.548.435/0001-79;Serviços Transporte e Logística;284431414;JSLG3;Ordinárias;2024;DFP;11888867;3978862;11888867;2367201;322264;7858223;6330585;1663443;7574644;-6182602;1392042;-110638;1281404;95453;-999107;-903654;377750;-1214518;-134775;;;
22055;MARISA LOJAS S.A.;61.189.288/0001-89;Comércio (Atacado e Varejo);513442585;AMAR3;Ordinárias;2023;DFP;3104952;1572060;3104952;1441183;71826;1146585;879547;517184;2423064;-1249886;1173178;-1231430;-58252;57436;-308808;-251372;-309624;495970;179800;;;
22055;MARISA LOJAS S.A.;61.189.288/0001-89;Comércio (Atacado e Varejo);513442585;AMAR3;Ordinárias;2024;DFP;2453893;961733;2453893;1626523;49278;826903;473312;467;1646097;-836641;809456;-1098211;-288755;108248;-252980;-144732;-433487;337613;0;;;
22055;MARISA LOJAS S.A.;61.189.288/0001-89;Comércio (Atacado e Varejo);; AMAR11;Outras;2023;DFP;3104952;1572060;3104952;1441183;71826;1146585;879547;517184;2423064;-1249886;1173178;-1231430;-58252;57436;-308808;-251372;-309624;495970;179800;;;
22055;MARISA LOJAS S.A.;61.189.288/0001-89;Comércio (Atacado e Varejo);; AMAR11;Outras;2024;DFP;2453893;961733;2453893;1626523;49278;826903;473312;467;1646097;-836641;809456;-1098211;-288755;108248;-252980;-144732;-433487;337613;0;;;
22187;PRIO S.A.;10.629.105/0001-68;Petróleo e Gás;811348231;PRIO3;Ordinárias;2023;DFP;20302520;10602627;20302520;1387739;138003;9022764;8724437;9892017;6363475;-2106303;4257172;-340959;3916213;278680;-558099;-279419;3636794;4927159;2347901;;;
22187;PRIO S.A.;10.629.105/0001-68;Petróleo e Gás;811348231;PRIO3;Ordinárias;2024;DFP;28310932;5294874;28310932;3463811;266893;10968841;8077838;13878280;11905041;-4246137;7658904;-503042;7155862;1525252;-2576442;-1051190;6104672;7740287;1711425;;;
22357;ALLOS S.A.;05.878.397/0001-32;Emp. Adm. Part. - Comércio (Atacado e Varejo);499195802;ALOS3;Ordinárias;2023;DFP;12285205;3265974;12285205;1015789;0;3392385;0;7877031;1111321;-309999;801322;-331760;469562;185684;-400028;-214344;255218;929733;0;;;
22357;ALLOS S.A.;05.878.397/0001-32;Emp. Adm. Part. - Comércio (Atacado e Varejo);499195802;ALOS3;Ordinárias;2024;DFP;27659095;3824320;27659095;2137335;0;10417028;0;15104732;2712274;-826889;1885385;3527332;5412717;339190;-843070;-503880;4908837;1441890;18781;;;
22357;ALLOS S.A.;05.878.397/0001-32;Emp. Adm. Part. - Comércio (Atacado e Varejo);499195802;ALOS3;Ordinárias;2023;DFP;12285205;3265974;12285205;1015789;0;3392385;0;7877031;1111321;-309999;801322;-331760;469562;185684;-400028;-214344;255218;929733;0;;;
22357;ALLOS S.A.;05.878.397/0001-32;Emp. Adm. Part. - Comércio (Atacado e Varejo);499195802;ALOS3;Ordinárias;2024;DFP;27659095;3824320;27659095;2137335;0;10417028;0;15104732;2712274;-826889;1885385;3527332;5412717;339190;-843070;-503880;4908837;1441890;18781;;;
22454;T4F ENTRETENIMENTO S.A.;02.860.694/0001-62;Brinquedos e Lazer;6741262;SHOW3;Ordinárias;2023;DFP;513195;315570;513195;281566;6390;117299;43483;114330;328491;-244691;83800;-49611;34189;19419;-57568;-38149;-3960;13851;0;;;
22454;T4F ENTRETENIMENTO S.A.;02.860.694/0001-62;Brinquedos e Lazer;6741262;SHOW3;Ordinárias;2024;DFP;503259;290349;503259;238221;4792;84725;13140;180313;700768;-557620;143148;-53462;89686;16673;-42922;-26249;63437;17140;0;;;
22470;MAGAZINE LUIZA S.A.;47.960.950/0001-21;Comércio (Atacado e Varejo);737606253;MGLU3;Ordinárias;2023;DFP;37765845;21938136;37765845;14832925;420496;12284219;6984460;10648701;37299002;-26860106;10438896;-9667261;771635;695425;-2736458;-2041033;-1269398;3064122;-383261;;;
22470;MAGAZINE LUIZA S.A.;47.960.950/0001-21;Comércio (Atacado e Varejo);737606253;MGLU3;Ordinárias;2024;DFP;37455067;20221163;37455067;17408127;401867;10436406;4400508;9610534;36768149;-26604266;10163883;-10536031;-372148;1106101;-2798320;-1692219;-2064367;15903221;-4715;;;
22497;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;11.992.680/0001-93;Seguradoras e Corretoras;283122458;QUAL3;Ordinárias;2023;DFP;4512028;1197620;4512028;674376;67313;2481058;2219276;1356594;1951408;-444216;1507192;-1144903;362289;495595;-711152;-215557;146732;535140;-19798;;;
22497;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;11.992.680/0001-93;Seguradoras e Corretoras;283122458;QUAL3;Ordinárias;2024;DFP;4509325;1618706;4509325;1303623;49507;1920169;1657507;1285533;1749906;-368963;1380943;-1263450;117493;161823;-390943;-229120;-111627;498062;0;;;
22519;TECHNOS S.A.;09.295.063/0001-97;Comércio (Atacado e Varejo);61207387;TECN3;Ordinárias;2023;DFP;642766;417062;642766;86217;11397;191603;102253;364946;351232;-160680;190552;-134949;55603;27152;-37123;-9971;45632;42437;0;;;
